gender,attractiveness,likes,matches
FEMALE,0.04994939317387359,8,0
FEMALE,0.8133420429364887,155,9
FEMALE,0.5380708057924912,96,4
FEMALE,0.9208721964829856,177,11
FEMALE,0.5559165509678419,101,8
FEMALE,0.24547434930871725,38,3
FEMALE,0.9889871530991968,196,17
FEMALE,0.7909385844596081,148,7
FEMALE,0.7235162102697296,145,7
FEMALE,0.06376881126845624,6,1
FEMALE,0.297260771693332,46,3
FEMALE,0.8942097964948603,176,13
FEMALE,0.6520138973322103,118,9
FEMALE,0.15950823053918373,30,5
FEMALE,0.8177827107621665,142,13
FEMALE,0.07182651394403727,7,0
FEMALE,0.2448739632182092,45,3
FEMALE,0.27958089808029607,45,1
FEMALE,0.15731173721479352,28,1
FEMALE,0.07610110268420045,9,0
FEMALE,0.22057580529920529,33,2
FEMALE,0.46798387315178724,78,3
FEMALE,0.2125736769707658,29,1
FEMALE,0.045837728288181,5,0
FEMALE,0.7079722641958609,140,14
FEMALE,0.19785623398098817,23,1
FEMALE,0.12153732921907356,19,3
FEMALE,0.62950633462728,116,7
FEMALE,0.19961834957705293,26,3
FEMALE,0.05655706893157797,9,1
FEMALE,0.12197838066580224,19,3
FEMALE,0.5358808448529431,89,5
FEMALE,0.7718452884408454,143,10
FEMALE,0.747748316520928,149,6
FEMALE,0.6100537411906708,104,5
FEMALE,0.10607004940835285,10,2
FEMALE,0.1395855984548856,15,0
FEMALE,0.03813971721341425,5,0
FEMALE,0.5568098647095883,101,7
FEMALE,0.7057986346410634,151,9
FEMALE,0.5362972120415885,90,4
FEMALE,0.5360996021270745,99,4
FEMALE,0.07177063048159504,10,1
FEMALE,0.23810481339043232,37,4
FEMALE,0.08636747363836839,10,0
FEMALE,0.5626879057469586,104,4
FEMALE,0.9592079998955503,189,18
FEMALE,0.8499368969275457,174,13
FEMALE,0.368572866317306,73,6
FEMALE,0.2419079667195333,42,5
FEMALE,0.9319696516673416,179,14
FEMALE,0.7443988048024224,135,9
FEMALE,0.7308217790096234,129,12
FEMALE,0.00012231299653875372,0,0
FEMALE,0.15240718936252473,28,1
FEMALE,0.017817469698574007,3,1
FEMALE,0.47156569232923096,71,5
FEMALE,0.4868252049857509,92,9
FEMALE,0.33471755917582224,61,8
FEMALE,0.11276482075916738,15,0
FEMALE,0.17846119054724963,30,0
FEMALE,0.4043363905427977,64,0
FEMALE,0.7053209480690901,141,7
FEMALE,0.007588898197477545,0,0
FEMALE,0.8061798615444158,155,14
FEMALE,0.2735567221536097,45,0
FEMALE,0.9377154601826769,188,12
FEMALE,0.392515409815695,70,6
FEMALE,0.4412776094629083,72,9
FEMALE,0.17312732769863426,26,0
FEMALE,0.5181211673038046,94,10
FEMALE,0.669216195567702,136,14
FEMALE,0.06618050040391632,14,0
FEMALE,0.8608496239697,169,14
FEMALE,0.4057176070038857,65,5
FEMALE,0.697347925192965,106,9
FEMALE,0.9241944396229242,180,10
FEMALE,0.4835224636351053,94,7
FEMALE,0.10851992563472812,17,1
FEMALE,0.80195387977819,152,14
FEMALE,0.017096246185429154,0,0
FEMALE,0.28600699256126394,43,3
FEMALE,0.8082974084419011,158,10
FEMALE,0.7869245904896222,150,11
FEMALE,0.9588663409379924,190,14
FEMALE,0.7612473617118365,155,11
FEMALE,0.5102670258566074,91,7
FEMALE,0.6143339441455389,114,6
FEMALE,0.0783491326396657,13,1
FEMALE,0.633151450173235,117,6
FEMALE,0.7723108120674659,138,11
FEMALE,0.46511085561658905,72,2
FEMALE,0.6387822364686747,106,9
FEMALE,0.09574580363509944,12,0
FEMALE,0.2581951793343338,36,2
FEMALE,0.7810957521075024,146,10
FEMALE,0.9132961296368086,176,10
FEMALE,0.6468715953620566,112,14
FEMALE,0.11906585356218125,9,0
FEMALE,0.3602320395030254,68,8
FEMALE,0.6760845549400203,122,8
FEMALE,0.8245346212277233,163,9
FEMALE,0.2942386039459042,50,4
FEMALE,0.7326367187247859,134,11
FEMALE,0.12559564049475846,16,0
FEMALE,0.24943189680296263,32,1
FEMALE,0.255747233153121,40,3
FEMALE,0.07606304403955011,12,0
FEMALE,0.725475503625295,139,6
FEMALE,0.6256466791859981,113,4
FEMALE,0.8921743021970673,180,19
FEMALE,0.5290664717381441,96,3
FEMALE,0.9106401346843765,177,14
FEMALE,0.7133321768294473,130,7
FEMALE,0.01931201298228491,4,0
FEMALE,0.5241353381715068,96,7
FEMALE,0.030325419775031226,1,0
FEMALE,0.5744170135091109,93,6
FEMALE,0.751095973141284,145,9
FEMALE,0.9193629239467249,188,17
FEMALE,0.16335391276589306,19,2
FEMALE,0.7802136948261005,158,13
FEMALE,0.7431411756640295,137,11
FEMALE,0.323542356382602,45,2
FEMALE,0.7329387138136791,154,14
FEMALE,0.8976788467215998,183,10
FEMALE,0.7513641641486146,147,18
FEMALE,0.03701501138712637,5,1
FEMALE,0.6888904438715773,135,11
FEMALE,0.7800276195130202,157,9
FEMALE,0.7698399448917217,145,13
FEMALE,0.7688659160462539,149,12
FEMALE,0.0846596952804991,8,1
FEMALE,0.15839695494931616,26,3
FEMALE,0.5142414934595264,96,3
FEMALE,0.8740470159706669,167,16
FEMALE,0.40180252009773776,69,7
FEMALE,0.38158311813336476,63,5
FEMALE,0.4977037052185843,94,6
FEMALE,0.8698562741816956,166,11
FEMALE,0.29543608417943623,45,5
FEMALE,0.60622317063056,107,5
FEMALE,0.7795417769501943,156,11
FEMALE,0.8130194517572532,152,12
FEMALE,0.9067228819103132,170,19
FEMALE,0.552286578701073,101,5
FEMALE,0.8924954274023812,163,18
FEMALE,0.14590142706992892,18,0
FEMALE,0.41709214263300043,85,6
FEMALE,0.3770561188986824,70,5
FEMALE,0.6814211454842951,135,13
FEMALE,0.057415874063870165,6,0
FEMALE,0.2950387409722155,48,1
FEMALE,0.04622800045180475,6,0
FEMALE,0.7998824603194645,161,7
FEMALE,0.47093413819749075,85,7
FEMALE,0.2708613764750827,37,3
FEMALE,0.7041667918833089,130,11
FEMALE,0.8856399937793675,167,12
FEMALE,0.03642546835954108,8,1
FEMALE,0.289383229911356,36,2
FEMALE,0.3714642929997273,60,1
FEMALE,0.8201238960433836,153,11
FEMALE,0.6980564730143766,135,13
FEMALE,0.9357415783966275,182,10
FEMALE,0.6371047965088799,106,5
FEMALE,0.040773592743821085,9,1
FEMALE,0.8741014234121289,175,10
FEMALE,0.38049405402605607,65,5
FEMALE,0.8618097998505796,166,13
FEMALE,0.14719056822413612,18,1
FEMALE,0.873471971732723,174,14
FEMALE,0.814289941021193,153,12
FEMALE,0.8241725962446171,154,18
FEMALE,0.754787954232724,141,5
FEMALE,0.7035437621832259,131,13
FEMALE,0.6984055566427388,135,7
FEMALE,0.7864931584357494,150,12
FEMALE,0.4055064810602209,70,2
FEMALE,0.8994959359490534,184,12
FEMALE,0.42781444225405085,84,11
FEMALE,0.42712748620263896,82,3
FEMALE,0.9015535599438753,177,15
FEMALE,0.9963677721523202,200,14
FEMALE,0.22273218461546684,39,5
FEMALE,0.392075785496354,62,3
MALE,0.7417952569589716,4,2
MALE,0.14776047783083224,0,0
MALE,0.6380662708707642,3,2
MALE,0.09765892971047618,0,0
MALE,0.35576521393125327,0,0
MALE,0.6540947748190536,4,1
MALE,0.4018911465495101,1,0
MALE,0.8388273481006174,15,5
MALE,0.6419223382300873,3,2
MALE,0.4059868967715736,0,0
MALE,0.6851635953528254,9,2
MALE,0.8834333499538313,20,9
MALE,0.34720532842810226,0,0
MALE,0.8637900092525636,19,7
MALE,0.4980990277910555,0,0
MALE,0.664776251150872,3,1
MALE,0.5511139990692879,2,2
MALE,0.7606433800025156,8,2
MALE,0.6434731165700456,3,3
MALE,0.9086313371664987,27,16
MALE,0.624970705577205,5,2
MALE,0.045296726578894275,0,0
MALE,0.22123485124366726,0,0
MALE,0.10289363537602303,0,0
MALE,0.4433849059397267,0,0
MALE,0.40359646567650664,0,0
MALE,0.49112475587620397,0,0
MALE,0.959919507253439,37,15
MALE,0.9857964772403895,46,17
MALE,0.9415904892732199,36,21
MALE,0.6542874611035611,2,1
MALE,0.7841287650209676,6,1
MALE,0.03099501663582116,0,0
MALE,0.8861146132638674,26,7
MALE,0.7333646383382013,6,4
MALE,0.4605801127457462,0,0
MALE,0.5582026571128904,1,1
MALE,0.587328760860619,3,0
MALE,0.37278388440087906,0,0
MALE,0.9347452587622641,37,16
MALE,0.8633100902366235,20,6
MALE,0.12683167873112544,0,0
MALE,0.8921911002636954,23,9
MALE,0.20584037045266723,0,0
MALE,0.17244774805204166,0,0
MALE,0.518369415506828,0,0
MALE,0.02427428557357647,0,0
MALE,0.005196171533026206,0,0
MALE,0.7424670965148695,5,1
MALE,0.542947128861951,3,1
MALE,0.10321771432060711,0,0
MALE,0.4886864109604413,1,0
MALE,0.9825008882851565,43,15
MALE,0.7564105851787356,9,2
MALE,0.4138088144385512,0,0
MALE,0.5808580888707799,1,0
MALE,0.5207474457937582,2,0
MALE,0.7782140901404816,10,2
MALE,0.6003229095526129,1,1
MALE,0.29088850194784477,0,0
MALE,0.8216417860735185,18,6
MALE,0.9437899750335109,38,14
MALE,0.02760834423285341,0,0
MALE,0.19671056945626242,0,0
MALE,0.03051890726213613,0,0
MALE,0.15650400317711288,0,0
MALE,0.2548624110536801,0,0
MALE,0.3472597222446403,0,0
MALE,0.18944996651894286,0,0
MALE,0.21913667134349557,0,0
MALE,0.4450130119483424,2,0
MALE,0.5352899311743958,1,0
MALE,0.1198420994348538,0,0
MALE,0.1332629947741203,0,0
MALE,0.3270317476821991,0,0
MALE,0.8325126371337342,18,8
MALE,0.5616095595465018,1,1
MALE,0.7687548023035927,9,5
MALE,0.8366473144274489,17,6
MALE,0.10053184709306706,0,0
MALE,0.5538374057167728,2,0
MALE,0.6413306885726414,1,0
MALE,0.807267384743864,14,6
MALE,0.7103135504406592,4,1
MALE,0.34417050273789307,0,0
MALE,0.22618542350166326,0,0
MALE,0.17095487933349374,0,0
MALE,0.7920339215791894,9,2
MALE,0.7257221923904335,6,4
MALE,0.14106729070409718,0,0
MALE,0.6593379013258556,1,0
MALE,0.4130039458663357,0,0
MALE,0.3722684979523794,0,0
MALE,0.5256363151988388,1,1
MALE,0.7234325153131156,2,2
MALE,0.8646322749377584,17,10
MALE,0.060808557585808165,0,0
MALE,0.15665280610550492,0,0
MALE,0.9885090711931384,44,17
MALE,0.5417077487973697,5,1
MALE,0.2937402217284064,0,0
MALE,0.1539242359035865,0,0
MALE,0.41044364384336196,0,0
MALE,0.1393660761029566,0,0
MALE,0.9985016890207082,50,19
MALE,0.018795749630857728,0,0
MALE,0.09643066376366916,0,0
MALE,0.7406391166345317,8,4
MALE,0.31977477107750796,0,0
MALE,0.08968105985743002,0,0
MALE,0.18152266944578221,0,0
MALE,0.8761395306023781,28,7
MALE,0.8914722857707412,27,13
MALE,0.8373081904220463,19,9
MALE,0.29713093309721084,0,0
MALE,0.6251539581508997,1,0
MALE,0.9163575015977266,28,9
MALE,0.08076944672459607,0,0
MALE,0.18907941308817544,0,0
MALE,0.7589164785799901,9,4
MALE,0.13532278186277547,0,0
MALE,0.3061130709640153,0,0
MALE,0.7454731426812218,8,3
MALE,0.24336562441186793,0,0
MALE,0.6605786922753151,3,1
MALE,0.6329834495116048,1,1
MALE,0.37690245113928456,0,0
MALE,0.8626214733252557,26,11
MALE,0.5979762623238999,1,0
MALE,0.2552830345957503,0,0
MALE,0.7192559066601576,8,5
MALE,0.5514540546553884,0,0
MALE,0.5559582780812254,2,1
MALE,0.27107858938169194,0,0
MALE,0.08981794300421242,0,0
MALE,0.12443574024416026,0,0
MALE,0.11911168932081284,0,0
MALE,0.10951207713271116,0,0
MALE,0.009838423816497244,0,0
MALE,0.8522938558834339,17,6
MALE,0.7343449734916913,12,7
MALE,0.4678019862149251,1,0
MALE,0.5226960315010709,4,1
MALE,0.7993298713656112,19,7
MALE,0.7800688524028104,9,4
MALE,0.7878851200024346,14,6
MALE,0.4491495120120368,1,0
MALE,0.15607310469126134,0,0
MALE,0.7261494977024079,4,2
MALE,0.6681446448699652,5,4
MALE,0.3764389478596394,0,0
MALE,0.3417111890312393,0,0
MALE,0.8591172703743882,19,8
MALE,0.20830976540174773,0,0
MALE,0.9303061848730496,32,13
MALE,0.7100763617946071,7,3
MALE,0.3649772668522636,0,0
MALE,0.12253393028385517,0,0
MALE,0.44339895996812584,1,1
MALE,0.24383261376819632,0,0
MALE,0.6482517156954282,2,0
MALE,0.169800886183341,0,0
MALE,0.6598384614081426,2,2
MALE,0.41629730562338596,0,0
MALE,0.30401453193922257,0,0
MALE,0.5609244460875363,2,1
MALE,0.5953731383742827,1,0
MALE,0.48393777719424125,0,0
MALE,0.3109106356622271,0,0
MALE,0.5254942919592038,1,1
MALE,0.08455204797862714,0,0
MALE,0.17660446134554353,0,0
MALE,0.6183913621507837,8,3
MALE,0.3795281752321593,0,0
MALE,0.048633218542322165,0,0
MALE,0.1314957425436012,0,0
MALE,0.4512183910375249,0,0
MALE,0.8079992077636561,7,4
MALE,0.8647078467932358,24,10
MALE,0.8974880029805675,20,7
MALE,0.47760892305754954,0,0
MALE,0.053426618596303155,0,0
MALE,0.4893445247833087,1,1
MALE,0.18877517303256863,0,0
MALE,0.3022383002480653,0,0
MALE,0.8959771420242212,23,11
MALE,0.7116784859799404,6,3
MALE,0.6143936423216624,3,1
MALE,0.810417119153828,16,5
MALE,0.12561329752616324,0,0
MALE,0.12307946196510477,0,0
MALE,0.8486372381525202,16,5
MALE,0.004106314825840673,0,0
MALE,0.5220234851792647,1,0
MALE,0.025507391130005663,0,0
MALE,0.12332033408839449,0,0
MALE,0.5740251234175163,0,0
MALE,0.6688659592066132,4,3
MALE,0.07835562237377403,0,0
MALE,0.8773911449952861,21,12
MALE,0.525209432148791,0,0
MALE,0.915886268505801,33,17
MALE,0.9120357837083745,33,12
MALE,0.44342408479595796,1,1
MALE,0.33542540131552856,0,0
MALE,0.6141876233212787,1,0
MALE,0.8231182965746883,15,8
MALE,0.9717531597961089,41,19
MALE,0.40758581796897575,0,0
MALE,0.3840969231051622,0,0
MALE,0.5427722310201395,2,1
MALE,0.2031920387774171,0,0
MALE,0.8831593470013176,28,10
MALE,0.5256533648670758,2,2
MALE,0.4897438600528081,0,0
MALE,3.199999823111366e-05,0,0
MALE,0.37168996634075957,1,1
MALE,0.6165518610824754,3,1
MALE,0.3512030236495647,0,0
MALE,0.7891934562587801,14,8
MALE,0.702810269632082,3,2
MALE,0.7875510950480032,9,4
MALE,0.9165392912897733,33,15
MALE,0.6177988279096341,3,1
MALE,0.12493324431544883,0,0
MALE,0.49396951754081597,0,0
MALE,0.3378804703132712,0,0
MALE,0.12189059327639418,0,0
MALE,0.8852965581526364,25,18
MALE,0.5679517248872146,4,1
MALE,0.9144956555899634,30,21
MALE,0.5047630095731342,0,0
MALE,0.05979560553919516,0,0
MALE,0.6312523741095667,4,1
MALE,0.34282979631118116,0,0
MALE,0.3239050594198535,0,0
MALE,0.9032334689028644,23,14
MALE,0.4448686180664375,0,0
MALE,0.3751301367244382,0,0
MALE,0.14285175054376964,0,0
MALE,0.8871516312847366,23,13
MALE,0.7464478132840099,7,4
MALE,0.0005761661478509428,0,0
MALE,0.9630527309685276,43,23
MALE,0.3227537544419692,0,0
MALE,0.2082711606820985,0,0
MALE,0.3562765166412484,0,0
MALE,0.6555445961331108,5,4
MALE,0.8747918977994997,26,13
MALE,0.3115073189315374,0,0
MALE,0.20905962260054212,0,0
MALE,0.4852934982278032,0,0
MALE,0.24961220255838512,0,0
MALE,0.764393085407074,10,5
MALE,0.22146082836580339,0,0
MALE,0.04392010406737379,0,0
MALE,0.17599161519046658,0,0
MALE,0.006035459856702952,0,0
MALE,0.642296498019607,2,0
MALE,0.10943095125377089,0,0
MALE,0.9883809303714297,47,22
MALE,0.5973700256982578,1,1
MALE,0.7974889427285745,7,4
MALE,0.17496930132781752,0,0
MALE,0.8213012947986036,16,9
MALE,0.8893397819577739,23,11
MALE,0.18357975155842687,0,0
MALE,0.7691168199234872,7,6
MALE,0.8620609916654599,20,11
MALE,0.8790186405809859,23,6
MALE,0.13430212623164584,0,0
MALE,0.23386613721803085,0,0
MALE,0.8954543787043672,33,15
MALE,0.897275907509464,24,12
MALE,0.15653116193995265,0,0
MALE,0.9166327892070181,28,14
MALE,0.03834056588490675,0,0
MALE,0.15061257897992653,0,0
MALE,0.0458978926462531,0,0
MALE,0.18831761844699824,0,0
MALE,0.8890995628553668,25,16
MALE,0.7702618662322542,9,5
MALE,0.18043318018267007,0,0
MALE,0.08855207445039381,0,0
MALE,0.07166166035959354,0,0
MALE,0.8596111810848556,20,7
MALE,0.9840044394639449,47,21
MALE,0.23938161143799075,0,0
MALE,0.8336433846776108,17,8
MALE,0.11523926665242645,0,0
MALE,0.47903343099498286,0,0
MALE,0.2563550898444221,0,0
MALE,0.4934126203528336,2,1
MALE,0.8646894465494364,17,6
MALE,0.20748067340325238,0,0
MALE,0.6913845235378117,10,4
MALE,0.41867555865580375,0,0
MALE,0.10442970940462637,0,0
MALE,0.8729316169211893,25,13
MALE,0.1277046005606597,0,0
MALE,0.05572785633948141,0,0
MALE,0.11952263163232968,0,0
MALE,0.46220799997609274,2,1
MALE,0.34544224785937305,0,0
MALE,0.16556643418684414,0,0
MALE,0.31428337854645905,0,0
MALE,0.43596021834196996,1,1
MALE,0.6023111942822649,4,2
MALE,0.19192919040846346,0,0
MALE,0.38556344897138917,0,0
MALE,0.39055105245905386,0,0
MALE,0.4703799744810254,2,1
MALE,0.17171806348389274,0,0
MALE,0.8312824774945197,17,11
MALE,0.09005648092743324,0,0
MALE,0.2604218105694692,0,0
MALE,0.7800891829284147,13,8
MALE,0.7038944437517524,7,3
MALE,0.7013791230845091,10,7
MALE,0.12782182138399023,0,0
MALE,0.31185087518716437,0,0
MALE,0.5598827577586865,2,1
MALE,0.6353090201836612,2,0
MALE,0.028947701339587573,0,0
MALE,0.8723264642445441,19,11
MALE,0.04234862224992986,0,0
MALE,0.5518168284888323,1,0
MALE,0.025295059104145867,0,0
MALE,0.0058251101240967,0,0
MALE,0.26555521979757757,0,0
MALE,0.3743755713881667,0,0
MALE,0.17457173492700429,0,0
MALE,0.19205435523850545,0,0
MALE,0.9805611660086482,42,23
MALE,0.09674199396881156,0,0
MALE,0.16702601588027366,0,0
MALE,0.5033900409675673,0,0
MALE,0.40414775610406384,0,0
MALE,0.7601290488912686,8,5
MALE,0.13675195486705538,0,0
MALE,0.853075405725623,19,7
MALE,0.7718787487949395,13,5
MALE,0.020463706827598238,0,0
MALE,0.3775609718602003,0,0
MALE,0.039342577931169576,0,0
MALE,0.4351083855549399,0,0
MALE,0.13973349969605797,0,0
MALE,0.9173194578442903,32,14
MALE,0.19947067786893358,0,0
MALE,0.5360379871895115,1,1
MALE,0.20415804421616657,0,0
MALE,0.12934410979009092,0,0
MALE,0.8435179094521152,15,9
MALE,0.206632045967162,0,0
MALE,0.92572415747172,34,17
MALE,0.23514411161362747,0,0
MALE,0.7959695660997944,7,3
MALE,0.23065129974540421,0,0
MALE,0.8053793290194539,14,5
MALE,0.7258146810557595,7,3
MALE,0.3880109190064339,1,1
MALE,0.9385440519579259,31,16
MALE,0.9272546882299887,28,20
MALE,0.4970374021364652,0,0
MALE,0.5196962941880191,1,0
MALE,0.43133031400641,0,0
MALE,0.4465895637197155,2,2
MALE,0.9841288045623713,46,23
MALE,0.08650208352481714,0,0
MALE,0.6048170091362235,4,2
MALE,0.22483274491843308,0,0
MALE,0.8996042326836532,25,13
MALE,0.952459865410297,39,21
MALE,0.9487451311431664,39,25
MALE,0.2552977765652058,0,0
MALE,0.14701282165200624,0,0
MALE,0.9314702014520527,28,18
MALE,0.4799213111266556,0,0
MALE,0.37979864176330735,0,0
MALE,0.944410152089783,37,21
MALE,0.0031032736990103116,0,0
MALE,0.2587084284979946,0,0
MALE,0.3734210779315673,0,0
MALE,0.5039025089525748,0,0
MALE,0.525124847817488,0,0
MALE,0.20049906934700823,0,0
MALE,0.24419171078779378,0,0
MALE,0.8271429229514484,16,6
MALE,0.9081529890179286,28,14
MALE,0.847733432722142,22,14
MALE,0.4589088852278125,0,0
MALE,0.654198764486067,5,4
MALE,0.3942100840260201,0,0
MALE,0.501328273236312,1,0
MALE,0.8392942870324815,14,8
MALE,0.31611105166448605,0,0
MALE,0.860244276452525,18,12
MALE,0.31706631843058997,0,0
MALE,0.9663357884982112,41,20
MALE,0.0064241985094906084,0,0
MALE,0.7926557094026362,6,3
MALE,0.6807499194920569,6,4
MALE,0.7295916835903592,5,3
MALE,0.9416851477026927,35,17
MALE,0.6396581939318005,1,0
MALE,0.8018857033633264,10,5
MALE,0.42384683933316536,1,0
MALE,0.12337024925278939,0,0
MALE,0.4354900659693679,2,2
MALE,0.11886818211116801,0,0
MALE,0.5081680000778529,0,0
MALE,0.2774153203135332,0,0
MALE,0.5829718904868161,1,0
MALE,0.1330964551605155,0,0
MALE,0.6118854538250775,2,0
MALE,0.38501834131307755,0,0
MALE,0.49378068411767784,1,1
MALE,0.4515902616780385,0,0
MALE,0.9098885665092422,30,15
MALE,0.0561112258610964,0,0
MALE,0.9123272005382458,29,13
MALE,0.2780596281786214,0,0
MALE,0.8517366461146423,18,5
MALE,0.5409196384672477,1,1
MALE,0.026397145564538094,0,0
MALE,0.8866386432674545,24,8
MALE,0.18425734406548389,0,0
MALE,0.40640896433030305,0,0
MALE,0.42641044257379823,1,0
MALE,0.976016357836566,43,21
MALE,0.3642227408568003,1,1
MALE,0.3115740715987123,0,0
MALE,0.14301037121599303,0,0
MALE,0.15479004330359525,0,0
MALE,0.9551594979638013,44,26
MALE,0.3867830844408262,0,0
MALE,0.7000659554342377,6,3
MALE,0.3878167883367699,0,0
MALE,0.9267060488999379,32,17
MALE,0.927265133571986,26,12
MALE,0.016342780763184295,0,0
MALE,0.47063738800603594,1,0
MALE,0.42839588319550526,0,0
MALE,0.7692629143656576,10,6
MALE,0.9614588854115391,35,19
MALE,0.8263642485224393,13,11
MALE,0.08041258875432811,0,0
MALE,0.302215124471642,0,0
MALE,0.49516288294415656,1,1
MALE,0.8917402210223792,17,6
MALE,0.12860168376697223,0,0
MALE,0.18691970327507101,0,0
